Folio,Sexo,Edad,Gasolina1,Ocupación,País,Ciudad,ConducesAutomóvil,ConducesMotocicleta,Conduces,Gasolina2,Horas1,Gasolina3,Horas2,AñosEscolaridad,AG5,AG7,AG8,AG9,AG14,AG15,AG16,AG21,CAM1,CAM3,CAM4,CAM6,CAM7,CAM12,CAM18,AgrAutoF1,AgrAutoF2,AgrAuto,AgrMoto
LDG-08,1,24,150,MESERO,MEX,MORELIA, ,2,2, , ,150,1,12, , , , , , , , ,2,1,1,1,2,2,1, , , ,1.42857142857143
LDG-09,1,20,200,ESTUDIANTE,MEX,MORELIA, ,2,2, , ,200,1,15, , , , , , , , ,3,1,1,1,2,1,2, , , ,1.57142857142857
LDG-09,1,21,150,ESTUDIANTE,MEX,MORELIA, ,2,2, , ,150,1,16, , , , , , , , ,2,1,1,2,1,3,1, , , ,1.57142857142857
LDG-09,2,19,150,CAJERO,MEX,MORELIA, ,2,2, , ,200,2,12, , , , , , , , ,3,1,1,1,1,2,1, , , ,1.42857142857143
LDG-09,1,26,140,OPERADOR DE LLAMADAS,MEX,MORELIA, ,2,2, , ,140,1,14, , , , , , , , ,2,1,1,2,2,2,1, , , ,1.57142857142857
NC,2,20, ,FRONT DESK,USA,CHICAGO,1,1,3,14800,2,400,2,12,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1.5,1.66666666666667,1.57142857142857,1
MC,2,32, ,psicoterapeuta,USA,Chicago,1,1,3,12950,2,100,1,17,2,2,1,1,2,2,1,1,4,4,3,3,2,2,1,2,1,1.57142857142857,2.71428571428571
GMJL,1,38, ,Sistemas computacionales,USA,Ciudad de México,1,1,3,11100,1,150,1,12,2,1,1,1,1,2,1,1,5,5,5,5,5,5,5,1.5,1,1.28571428571429,5
DB,1,77, ,Retired,USA,Aurora,1,1,3,6475,1,100,2,6,5, ,1,1,1,1,1,1,1,2,1,1,1,1,1, ,1, ,1.14285714285714
AP,2,48, ,Psicóloga,USA,CHICAGO,1,1,3,9250,4,100,2,12,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.75,1,1.42857142857143,1
AF,2,22, ,Estudiante,USA,CHICAGO,1,1,3,6475,2,200,20,12,3,3,3,3,3,3,3,2,3,3,3,4,2,3,1,3,3,3,2.71428571428571
CCC,3,45, ,Asesor financiero,USA,CHICAGO,1,1,3,7400,1,100,1,23,1, ,1,1,1,1,1,1,2,1,1,1,1,1,1, ,1, ,1.14285714285714
RG,2,18, ,Estudiante,USA,CHICAGO,1,1,3,18500,5,100,4,12,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1.28571428571429
Emrd,1,24, ,Realizador audiovisual,USA,CHICAGO,1,1,3,3700,2,150,5,12,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1.85714285714286
RPS,1,29, ,Cineasta,USA,CHICAGO,1,1,3,5550,2,100,1,12,3,1,1,1,1,1,1,1,5,3,2,1,1,3,2,1.5,1,1.28571428571429,2.42857142857143
HACZ,1,36, ,Intérprete,USA,CHICAGO,1,1,3,9250,4,100,3,12,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.25,1,1.14285714285714,1.28571428571429
DMR,2,31, ,Abogada,USA,CHICAGO,1,1,3,11100,3,80,3,23,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2.5,1,1.85714285714286,1
Jk,2,28, ,Locutora,USA,CHICAGO,1,1,3,18500,6,100,1,12,2,3,1,1,5,5,2,3,1,2,1,1,4,1,1,3.75,1.33333333333333,2.71428571428571,1.57142857142857
RR,3,28, ,Estudiante,USA,CHICAGO,1,1,3,11100,2,100,.5,17,5,4,1,1,1,3,1,1,3,1,1,4,4,1,1,3.25,1,2.28571428571429,2.14285714285714
ACM,1,49, ,Escritor,USA,CHICAGO,1,1,3,11100,2,300,1,14,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1.25,1,1.14285714285714,1.28571428571429
C002,1,35, ,DOCENTE INVESTIGADOR,COL,LA UNION,1,2,3,750,7,250,2,19,2,1,1,1,3,1,1,1,3,2,1,1,1,1,1,1.75,1,1.42857142857143,1.42857142857143
C003,2,27, ,DOCENTE ESTUDIANTE,COL,ZARZAL,1,2,3,187.5,.03,10,.16,19,3,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1.75,1,1.42857142857143,1.28571428571429
C010,1,38, ,CONDUCTOR,COL,LA UNION,1,2,3,750,7,150,3,12,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.25,1,1.14285714285714,1.28571428571429
C014,1,68, ,PENSIONADO,COL,LA UNION,1,2,3,1000,1,175,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C015,1,40, ,COMERCIANTE,COL,LA UNION,1,2,3,400,2,50,.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C016,2,43, ,COMERCIANTE,COL,LA UNION,1,2,3,400,.5,105,1,17,3,1,1,1,2,1,1,1,5,1,1,3,1,1,1,1.75,1,1.42857142857143,1.85714285714286
C017,1,60, ,TRANSPORTISTA,COL,LA UNION,1,2,3,1000,7,150,.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1.28571428571429
C030,1,56, ,DOCENTE,COL,ROLDANILLO,1,2,3,750,3,100,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C038,1,16, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,275,6,300,6,11,1,2,1,1,1,1,1,1,2,5,1,1,1,2,2,1.25,1,1.14285714285714,2
C039,1,16, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,250,4,250,4,11,1,1,1,1,3,2,1,1,5,2,1,1,1,3,1,1.75,1,1.42857142857143,2
C046,2,34, ,ESTUDIANTE,COL,ZARZAL,1,2,3,700,4,120,5,16,2,1,1,1,2,1,1,1,4,1,1,2,1,2,1,1.5,1,1.28571428571429,1.71428571428571
C047,1,26, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,750,4,125,4,16,3,1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1.57142857142857,1.42857142857143
C049,2,20, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,100,2,60,1,14,2,2,1,1,2,1,1,1,4,1,3,2,2,3,1,1.75,1,1.42857142857143,2.28571428571429
C050,1,19, ,PUBLICISTA,COL,ROLDANILLO,1,2,3,400,1,50,1,15,2,2,1,1,1,1,1,1,2,2,1,2,4,3,2,1.5,1,1.28571428571429,2.28571428571429
C051,1,28, ,ESTUDIANTE,COL,LA UNION,1,2,3,1000,10,150,3,16,1,3,1,1,3,1,1,1,4,3,3,2,3,4,5,2,1,1.57142857142857,3.42857142857143
C052,1,21, ,ESTUDIANTE,COL,ZARZAL, 2,2,3,1000,1,300,2,17,5,3,2,1,5,4,1,1,5,1,3,3,3,2,4,4.25,1.33333333333333,3,3
C056,1,20, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,200,1,75,3.5,15,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1.28571428571429
C059,2,22, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,250,1,250,1,15,1,1,1,1,1,1,1,1,3,1,4,2,1,2,1,1,1,1,2
C061,1,34, ,REALIZADOR AUDIOVISUAL,COL,ROLDANILLO,1,2,3,300,2,50,.5,17,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1.5,1,1.28571428571429,1.14285714285714
C066,2,22, ,ESTUDIANTE,COL,ZARZAL,1,2,3,100,2,100,2,15,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1.57142857142857
C067,1,41, ,EMPLEADO,COL,ROLDANILLO,1,2,3,625,12,125,2,16,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1.28571428571429
C068,2,42, ,DOCENTE Y ASESOR,COL,ROLDANILLO,1,2,3,250,1,50,.5,19,2,2,1,1,1,1,1,1,3,1,2,1,1,2,1,1.5,1,1.28571428571429,1.57142857142857
C071,1,23, ,ESTUDIANTE,COL,LA UNION,1,2,3,600,1,250,4,16,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1.5,1,1.28571428571429,1.57142857142857
C093,1,18, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,250,.5,150,1,13,1,1,1,1,2,1,1,1,2,1,2,1,1,4,1,1.25,1,1.14285714285714,1.71428571428571
C094,2,20, ,ESTUDIANTE Y TRABAJADOR,COL,ROLDANILLO,1,2,3,250,1,150,3,12,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.14285714285714
C095,1,23, ,ESTUDIANTE Y TRABAJADOR,COL,ROLDANILLO,1,2,3,250,1.5,215,3,13,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1.57142857142857
C097,1,19, ,ESTUDIANTE Y TRABAJADOR,COL,LA UNION,1,2,3,750,3,50,4,13,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1.57142857142857
C099,1,18, ,ESTUDIANTE Y TRABAJADOR,COL,ROLDANILLO,1,2,3,2550,10,225,5,13,3,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1.75,1,1.42857142857143,1.42857142857143
C002,1,35, ,DOCENTE INVESTIGADOR,COL,LA UNION,1,2,3,750,7,250,2,19,2,1,1,1,3,1,1,1,3,2,1,1,1,1,1,1.75,1,1.42857142857143,1.42857142857143
C003,2,27, ,DOCENTE ESTUDIANTE,COL,ZARZAL,1,2,3,187.5,.03,10,.16,19,3,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1.75,1,1.42857142857143,1.28571428571429
C010,1,38, ,CONDUCTOR,COL,LA UNION,1,2,3,750,7,150,3,12,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.25,1,1.14285714285714,1.28571428571429
C014,1,68, ,PENSIONADO,COL,LA UNION,1,2,3,1000,1,175,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C015,1,40, ,COMERCIANTE,COL,LA UNION,1,2,3,400,2,50,.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C016,2,43, ,COMERCIANTE,COL,LA UNION,1,2,3,400,.5,105,1,17,3,1,1,1,2,1,1,1,5,1,1,3,1,1,1,1.75,1,1.42857142857143,1.85714285714286
C017,1,60, ,TRANSPORTISTA,COL,LA UNION,1,2,3,1000,7,150,.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1.28571428571429
C030,1,56, ,DOCENTE,COL,ROLDANILLO,1,2,3,750,3,100,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C032,2,40, ,DOCENTE,COL,ROLDANILLO,1,2,3,750,5,150,3,19,5,2,1,1,5,2,1,1,1,2,1,2,2,1,1,3.5,1,2.42857142857143,1.42857142857143
C038,1,16, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,275,6,300,6,11,1,2,1,1,1,1,1,1,2,5,1,1,1,2,2,1.25,1,1.14285714285714,2
C039,1,16, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,250,4,250,4,11,1,1,1,1,3,2,1,1,5,2,1,1,1,3,1,1.75,1,1.42857142857143,2
C046,2,34, ,ESTUDIANTE,COL,ZARZAL,1,2,3,700,4,120,5,16,2,1,1,1,2,1,1,1,4,1,1,2,1,2,1,1.5,1,1.28571428571429,1.71428571428571
C047,1,26, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,750,4,125,4,16,3,1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1.57142857142857,1.42857142857143
C049,2,20, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,100,2,60,1,14,2,2,1,1,2,1,1,1,4,1,3,2,2,3,1,1.75,1,1.42857142857143,2.28571428571429
C050,1,19, ,PUBLICISTA,COL,ROLDANILLO,1,2,3,400,1,50,1,15,2,2,1,1,1,1,1,1,2,2,1,2,4,3,2,1.5,1,1.28571428571429,2.28571428571429
C051,1,28, ,ESTUDIANTE,COL,LA UNION,1,2,3,1000,10,150,3,16,1,3,1,1,3,1,1,1,4,3,3,2,3,4,5,2,1,1.57142857142857,3.42857142857143
C052,1,21, ,ESTUDIANTE,COL,ZARZAL,2,2,3,1000,1,300,2,17,5,3,2,1,5,4,1,1,5,1,3,3,3,2,4,4.25,1.33333333333333,3,3
C056,1,20, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,200,1,75,3.5,15,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1.28571428571429
C059,2,22, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,250,1,250,1,15,1,1,1,1,1,1,1,1,3,1,4,2,1,2,1,1,1,1,2
C061,1,34, ,REALIZADOR AUDIOVISUAL,COL,ROLDANILLO,1,2,3,300,2,50,.5,17,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1.5,1,1.28571428571429,1.14285714285714
C066,2,22, ,ESTUDIANTE,COL,ZARZAL,1,2,3,100,2,100,2,15,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1.57142857142857
C067,1,41, ,EMPLEADO,COL,ROLDANILLO,1,2,3,625,12,125,2,16,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1.28571428571429
C068,2,42, ,DOCENTE Y ASESOR,COL,ROLDANILLO,1,2,3,250,1,50,.5,19,2,2,1,1,1,1,1,1,3,1,2,1,1,2,1,1.5,1,1.28571428571429,1.57142857142857
C071,1,23, ,ESTUDIANTE,COL,LA UNION,1,2,3,600,1,250,4,16,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1.5,1,1.28571428571429,1.57142857142857
C093,1,18, ,ESTUDIANTE,COL,ROLDANILLO,1,2,3,250,.5,150,1,13,1,1,1,1,2,1,1,1,2,1,2,1,1,4,1,1.25,1,1.14285714285714,1.71428571428571
C094,2,20, ,ESTUDIANTE Y TRABAJADOR,COL,ROLDANILLO,1,2,3,250,1,150,3,12,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.14285714285714
C095,1,23, ,ESTUDIANTE Y TRABAJADOR,COL,ROLDANILLO,1,2,3,250,1.5,215,3,13,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1.57142857142857
C097,1,19, ,ESTUDIANTE Y TRABAJADOR,COL,LA UNION,1,2,3,750,3,50,4,13,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1.57142857142857
C099,1,18, ,ESTUDIANTE Y TRABAJADOR,COL,ROLDANILLO,1,2,3,2550,10,225,5,13,3,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1.75,1,1.42857142857143,1.42857142857143
KMC02,1,19, ,ESTUDIANTE UNIVERSITARIO,MEX,ESTADO DE MEXICO, ,3,3,450,2,200,.66,14,3,2,1,1,1,2,2,1,3,2,2,2,3,3,1,2,1.33333333333333,1.71428571428571,2.28571428571429
KMC05,1,23, ,ESTUDIANTE UNIVERSITARIO,MEX,ESTADO DE MEXICO, ,3,3,150,1,200,2,17,2,2,1,1,1,2,1,1,4,4,4,2,3,4,2,1.75,1,1.42857142857143,3.28571428571429
KMC15,2,27, ,ESTUDIANTE UNIVERSITARIO,MEX,ESTADO DE MEXICO, ,3,3,300,1,400,2,16,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,1,1,1,2.14285714285714
KMC17,1,32, ,DOCENTE UNIVERSITARIO,MEX,ESTADO DE MEXICO, ,3,3,200,.5,50,.32,23,2,2,1,1,2,2,2,1,3,4,2,3,2,4,1,2,1.33333333333333,1.71428571428571,2.71428571428571
KMC21,1,38, ,EMPLEADO DE LIMPIEZA,MEX,ESTADO DE MEXICO, ,3,3,400,3,400,3,11,2,1,1,3,1,2,1,1,4,1,1,1,1,1,1,1.5,1.66666666666667,1.57142857142857,1.42857142857143
KMC23,1,19, ,ESTUDIANTE UNIVERSITARIO,MEX,ESTADO DE MEXICO, ,3,3,500,1,100,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.14285714285714
KMC27,1,38, ,TRABAJADOR DE LIMPÍEZA,MEX,ESTADO DE MEXICO, ,3,3,1000,7,200,3.5,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KMC32,1,53, ,MECANICO,MEX,ESTADO DE MEXICO, ,3,3,750,2,150,2,12,3,2,1,1,2,2,1,1,1,1,4,3,3,1,3,2.25,1,1.71428571428571,2.28571428571429
KMC35,2,22, ,ESTUDIANTE UNIVERSITARIO,MEX,ESTADO DE MEXICO, ,3,3,700,4,200,2,15,2,2,1,1,2,2,1,1,2,2,2,1,1,2,3,2,1,1.57142857142857,1.85714285714286
KMC39,1,40, ,EMPLEADO DE LIMPIEZA,MEX,ESTADO DE MEXICO, ,3,3,600,2,200,2,16,3,2,1,1,3,3,1,1,1,5,1,2,2,1,1,2.75,1,2,1.85714285714286
KMC45,2,24, ,TRABAJADOR DE LIMPÍEZA,MEX,ESTADO DE MEXICO, ,3,3,750,4,200,1.5,17,2,3,2,1,2,1,2,1,3,2,3,1,1,1,1,2,1.66666666666667,1.85714285714286,1.71428571428571
KMC47,1,28, ,RECURSOS HUMANOS,MEX,ESTADO DE MEXICO, ,3,3,200,2,200,.5,17,2,2,1,1,3,1,1,1,4,1,2,2,2,4,1,2,1,1.57142857142857,2.28571428571429
KMC50,1,21, ,ESTUDIANTE UNIVERSITARIO,MEX,ESTADO DE MEXICO, ,3,3,900,10,200,2,12,3,2,1,1,2,2,1,1,3,3,2,2,2,2,1,2.25,1,1.71428571428571,2.14285714285714
     7,1,50,350,MUSICO,MÉ,CUERNAVACA, ,3,3,100,1,250,4,12,2,2,1,2,3,3,1,2,4,3,4,1,1,3,3,2.5,1.33333333333333,2,2.71428571428571
    16,1,51,700,TARJETAS DE CREDITO,MÉ,CUERNAVACA, ,3,3,500,3,200,5,17,2,3,1,2,4,2,2,1,2,2,3,2,2,1,1,2.75,1.66666666666667,2.28571428571429,1.85714285714286
    27,2,56,400,MAESTRA,MÉ,CUERNAVACA, ,3,3,400,2, , ,17,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1, 
    36,1,58,750,PROFESOR,MÉ,CUERNAVACA, ,3,3,600,3,150,1,19,4,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1.75,1,1.42857142857143,2.14285714285714
    44,2,37,700,ESTILISTA,MÉ,CUERNAVACA, ,3,3,600,3,50,1,8,1,1,1,1,1,1,4,1,5,5,3,1,1,1,1,1,2,1.42857142857143,2.42857142857143
    51,2,43,600,RESTAURANTE,MÉ,CUERNAVACA, ,3,3,400,3,200,1,17,2,2,2,2,5,2,2,1,4,3,2,2,1,2,2,2.75,2,2.42857142857143,2.28571428571429
    56,1,33,600,RESTAURANTE,MÉ,XOCHITEPEC, ,3,3,400,2,200,3,12,3,3,1,3,4,4,2,1,5,5,5,2,1,5,3,3.5,2,2.85714285714286,3.71428571428571
    63,1,43,600,CARNICERO,MÉ,XOCHITEPEC, ,3,3,400,3,200,1,13,2,2,2,1,1,2,2,1,3,3,2,2,1,2,2,1.75,1.66666666666667,1.71428571428571,2.14285714285714
    70,2,31,550,TORTILLERA,MÉ,CUERNAVACA, ,3,3,400,2,150,1,9,2,2,2,1,1,1,1,1,3,3,3,2,2,1,1,1.5,1.33333333333333,1.42857142857143,2.14285714285714
    73,1,44,500,TIANGUISTA,MÉ,CUERNAVACA, ,3,3,300,3,200,2,17,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.28571428571429,1
    74,1,47,450,MECANICO,MÉ,CUERNAVACA, ,3,3,350,2,100,1,9,2,2,1,1,2,2,2,1,3,3,3,2,2,2,2,2,1.33333333333333,1.71428571428571,2.42857142857143
    77,1,37,400,MAESTRO,MÉ,CUERNAVACA, ,3,3,300,2, , ,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
    99,2,53,150,CHEF,MÉ,CUERNAVACA, ,3,3,300,2,150,1,17,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,2,1,1.57142857142857,1.28571428571429
   100,2,49,60,PSICOLOGA,MÉ,CUERNAVACA, ,3,3,400,2,60,1,17,5,1,1,1,5,1,1,1,3,1,1,1,1,1,1,3,1,2.14285714285714,1.28571428571429
LDG-01,1,33,300,DOCENTE,MEX,MORELIA, ,3,3,100,1,200,2,20,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1.25,1,1.14285714285714,1.71428571428571
LDG-02,1,27,300,DISEÑADOR GRAFICO,MEX,MORELIA, ,3,3,120,1,180,1,17,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1.5,1,1.28571428571429,1.28571428571429
LDG-03,1,27,350,AUXILIAR DE RECURSOS HUMANOS,MEX,MORELIA, ,3,3,100,1,250,2,17,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1.25,1,1.14285714285714,1.28571428571429
LDG-04,1,33,400,PROGRAMADOR,MEX,MORELIA, ,3,3,250,2,150,1,19,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1.25,1,1.14285714285714,1.42857142857143
LDG-06,2,39,350,COMERCIANTE,MEX,MORELIA, ,3,3,100,1,250,2,12,3,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1.75,1,1.42857142857143,1.42857142857143
LDG-06,1,46,300,DOCENTE,MEX,MORELIA, ,3,3,200,2,100,1,22,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1.5,1,1.28571428571429,1.57142857142857
LDG-07,1,42,380,POLICIA,MEX,MORELIA, ,3,3,250,2,130,2,16,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1.25,1.33333333333333,1.28571428571429,1.42857142857143
LDG-07,1,44,350,POLICIA,MEX,MORELIA, ,3,3,200,2,150,2,16,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1.25,1.66666666666667,1.42857142857143,1.28571428571429
LDG-09,1,28,450,ARQUITECTO,MEX,MORELIA, ,3,3,250,2,200,1,17,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1.25,1,1.14285714285714,1.57142857142857
LDG-10,1,44,400,COORDINADOR DE EVENTOS,MEX,MORELIA, ,3,3,300,2,100,1,17,3,1,1,1,2,1,2,1,2,1,1,1,1,3,1,1.75,1.33333333333333,1.57142857142857,1.42857142857143
